date,hosps_1d,is_outlier
2020-03-24,0,FALSE
2020-03-25,0,FALSE
2020-03-26,0,FALSE
2020-03-27,0,FALSE
2020-03-28,0,FALSE
2020-03-29,0,FALSE
2020-03-30,0,FALSE
2020-03-31,0,FALSE
2020-04-01,0,FALSE
2020-04-02,0,FALSE
2020-04-03,0,FALSE
2020-04-04,0,FALSE
2020-04-05,0,FALSE
2020-04-06,0,FALSE
2020-04-07,0,FALSE
2020-04-08,0,FALSE
2020-04-09,0,FALSE
2020-04-10,0,FALSE
2020-04-11,0,FALSE
2020-04-12,0,FALSE
2020-04-13,0,FALSE
2020-04-14,0,FALSE
2020-04-15,0,FALSE
2020-04-16,0,FALSE
2020-04-17,0,FALSE
2020-04-18,0,FALSE
2020-04-19,0,FALSE
2020-04-20,0,FALSE
2020-04-21,0,FALSE
2020-04-22,0,FALSE
2020-04-23,0,FALSE
2020-04-24,0,FALSE
2020-04-25,0,FALSE
2020-04-26,0,FALSE
2020-04-27,0,FALSE
2020-04-28,0,FALSE
2020-04-29,0,FALSE
2020-04-30,0,FALSE
2020-05-01,0,FALSE
2020-05-02,0,FALSE
2020-05-03,0,FALSE
2020-05-04,0,FALSE
2020-05-05,0,FALSE
2020-05-06,0,FALSE
2020-05-07,0,FALSE
2020-05-08,0,FALSE
2020-05-09,0,FALSE
2020-05-10,0,FALSE
2020-05-11,0,FALSE
2020-05-12,0,FALSE
2020-05-13,0,FALSE
2020-05-14,0,FALSE
2020-05-15,0,FALSE
2020-05-16,0,FALSE
2020-05-17,0,FALSE
2020-05-18,0,FALSE
2020-05-19,0,FALSE
2020-05-20,0,FALSE
2020-05-21,0,FALSE
2020-05-22,0,FALSE
2020-05-23,0,FALSE
2020-05-24,0,FALSE
2020-05-25,0,FALSE
2020-05-26,0,FALSE
2020-05-27,0,FALSE
2020-05-28,0,FALSE
2020-05-29,0,FALSE
2020-05-30,0,FALSE
2020-05-31,0,FALSE
2020-06-01,0,FALSE
2020-06-02,0,FALSE
2020-06-03,0,FALSE
2020-06-04,0,FALSE
2020-06-05,0,FALSE
2020-06-06,0,FALSE
2020-06-07,0,FALSE
2020-06-08,0,FALSE
2020-06-09,0,FALSE
2020-06-10,0,FALSE
2020-06-11,0,FALSE
2020-06-12,0,FALSE
2020-06-13,0,FALSE
2020-06-14,0,FALSE
2020-06-15,0,FALSE
2020-06-16,0,FALSE
2020-06-17,0,FALSE
2020-06-18,0,FALSE
2020-06-19,0,FALSE
2020-06-20,0,FALSE
2020-06-21,0,FALSE
2020-06-22,0,FALSE
2020-06-23,0,FALSE
2020-06-24,0,FALSE
2020-06-25,0,FALSE
2020-06-26,0,FALSE
2020-06-27,0,FALSE
2020-06-28,0,FALSE
2020-06-29,0,FALSE
2020-06-30,0,FALSE
2020-07-01,0,FALSE
2020-07-02,0,FALSE
2020-07-03,0,FALSE
2020-07-04,0,FALSE
2020-07-05,0,FALSE
2020-07-06,0,FALSE
2020-07-07,0,FALSE
2020-07-08,0,FALSE
2020-07-09,0,FALSE
2020-07-10,0,FALSE
2020-07-11,0,FALSE
2020-07-12,0,FALSE
2020-07-13,0,FALSE
2020-07-14,0,FALSE
2020-07-15,0,FALSE
2020-07-16,0,FALSE
2020-07-17,0,FALSE
2020-07-18,0,FALSE
2020-07-19,0,FALSE
2020-07-20,0,FALSE
2020-07-21,0,FALSE
2020-07-22,0,FALSE
2020-07-23,0,FALSE
2020-07-24,0,FALSE
2020-07-25,0,FALSE
2020-07-26,0,FALSE
2020-07-27,0,FALSE
2020-07-28,0,FALSE
2020-07-29,0,FALSE
2020-07-30,0,FALSE
2020-07-31,0,FALSE
2020-08-01,0,FALSE
2020-08-02,0,FALSE
2020-08-03,0,FALSE
2020-08-04,0,FALSE
2020-08-05,0,FALSE
2020-08-06,0,FALSE
2020-08-07,0,FALSE
2020-08-08,0,FALSE
2020-08-09,0,FALSE
2020-08-10,0,FALSE
2020-08-11,0,FALSE
2020-08-12,0,FALSE
2020-08-13,0,FALSE
2020-08-14,0,FALSE
2020-08-15,0,FALSE
2020-08-16,0,FALSE
2020-08-17,0,FALSE
2020-08-18,0,FALSE
2020-08-19,0,FALSE
2020-08-20,0,FALSE
2020-08-21,0,FALSE
2020-08-22,0,FALSE
2020-08-23,0,FALSE
2020-08-24,0,FALSE
2020-08-25,0,FALSE
2020-08-26,0,FALSE
2020-08-27,0,FALSE
2020-08-28,0,FALSE
2020-08-29,0,FALSE
2020-08-30,0,FALSE
2020-08-31,0,FALSE
2020-09-01,0,FALSE
2020-09-02,0,FALSE
2020-09-03,0,FALSE
2020-09-04,0,FALSE
2020-09-05,0,FALSE
2020-09-06,0,FALSE
2020-09-07,0,FALSE
2020-09-08,0,FALSE
2020-09-09,0,FALSE
2020-09-10,0,FALSE
2020-09-11,0,FALSE
2020-09-12,0,FALSE
2020-09-13,0,FALSE
2020-09-14,0,FALSE
2020-09-15,0,FALSE
2020-09-16,0,FALSE
2020-09-17,0,FALSE
2020-09-18,0,FALSE
2020-09-19,0,FALSE
2020-09-20,0,FALSE
2020-09-21,0,FALSE
2020-09-22,0,FALSE
2020-09-23,0,FALSE
2020-09-24,0,FALSE
2020-09-25,0,FALSE
2020-09-26,0,FALSE
2020-09-27,0,FALSE
2020-09-28,0,FALSE
2020-09-29,0,FALSE
2020-09-30,0,FALSE
2020-10-01,0,FALSE
2020-10-02,0,FALSE
2020-10-03,0,FALSE
2020-10-04,0,FALSE
2020-10-05,0,FALSE
2020-10-06,0,FALSE
2020-10-07,0,FALSE
2020-10-08,0,FALSE
2020-10-09,0,FALSE
2020-10-10,0,FALSE
2020-10-11,0,FALSE
2020-10-12,0,FALSE
2020-10-13,0,FALSE
2020-10-14,0,FALSE
2020-10-15,0,FALSE
2020-10-16,6,FALSE
2020-10-17,6,FALSE
2020-10-18,16,FALSE
2020-10-19,28,FALSE
2020-10-20,28,FALSE
2020-10-21,36,FALSE
2020-10-22,36,FALSE
2020-10-23,46,FALSE
2020-10-24,28,FALSE
2020-10-25,46,FALSE
2020-10-26,57,FALSE
2020-10-27,56,FALSE
2020-10-28,106,FALSE
2020-10-29,50,FALSE
2020-10-30,66,FALSE
2020-10-31,47,FALSE
2020-11-01,52,FALSE
2020-11-02,78,FALSE
2020-11-03,75,FALSE
2020-11-04,73,FALSE
2020-11-05,66,FALSE
2020-11-06,59,FALSE
2020-11-07,74,FALSE
2020-11-08,76,FALSE
2020-11-09,70,FALSE
2020-11-10,90,FALSE
2020-11-11,94,FALSE
2020-11-12,87,FALSE
2020-11-13,86,FALSE
2020-11-14,82,FALSE
2020-11-15,60,FALSE
2020-11-16,84,FALSE
2020-11-17,88,FALSE
2020-11-18,81,FALSE
2020-11-19,97,FALSE
2020-11-20,57,FALSE
2020-11-21,81,FALSE
2020-11-22,82,FALSE
2020-11-23,97,FALSE
2020-11-24,84,FALSE
2020-11-25,104,FALSE
2020-11-26,74,FALSE
2020-11-27,67,FALSE
2020-11-28,83,FALSE
2020-11-29,73,FALSE
2020-11-30,92,FALSE
2020-12-01,86,FALSE
2020-12-02,94,FALSE
2020-12-03,84,FALSE
2020-12-04,76,FALSE
2020-12-05,72,FALSE
2020-12-06,66,FALSE
2020-12-07,99,FALSE
2020-12-08,82,FALSE
2020-12-09,87,FALSE
2020-12-10,81,FALSE
2020-12-11,100,FALSE
2020-12-12,90,FALSE
2020-12-13,100,FALSE
2020-12-14,98,FALSE
2020-12-15,119,FALSE
2020-12-16,112,FALSE
2020-12-17,124,FALSE
2020-12-18,134,FALSE
2020-12-19,107,FALSE
2020-12-20,104,FALSE
2020-12-21,142,FALSE
2020-12-22,119,FALSE
2020-12-23,128,FALSE
2020-12-24,113,FALSE
2020-12-25,112,FALSE
2020-12-26,156,FALSE
2020-12-27,101,FALSE
2020-12-28,94,FALSE
2020-12-29,142,FALSE
2020-12-30,117,FALSE
2020-12-31,101,FALSE
2021-01-01,94,FALSE
2021-01-02,89,FALSE
2021-01-03,58,FALSE
2021-01-04,75,FALSE
2021-01-05,114,FALSE
2021-01-06,110,FALSE
2021-01-07,121,FALSE
2021-01-08,92,FALSE
2021-01-09,95,FALSE
2021-01-10,80,FALSE
2021-01-11,78,FALSE
2021-01-12,109,FALSE
2021-01-13,103,FALSE
2021-01-14,93,FALSE
2021-01-15,102,FALSE
2021-01-16,95,FALSE
2021-01-17,62,FALSE
2021-01-18,65,FALSE
2021-01-19,94,FALSE
2021-01-20,81,FALSE
2021-01-21,88,FALSE
2021-01-22,77,FALSE
2021-01-23,78,FALSE
2021-01-24,63,FALSE
2021-01-25,69,FALSE
2021-01-26,97,FALSE
2021-01-27,75,FALSE
2021-01-28,76,FALSE
2021-01-29,105,FALSE
2021-01-30,108,FALSE
2021-01-31,51,FALSE
2021-02-01,64,FALSE
2021-02-02,89,FALSE
2021-02-03,90,FALSE
2021-02-04,79,FALSE
2021-02-05,72,FALSE
2021-02-06,71,FALSE
2021-02-07,54,FALSE
2021-02-08,76,FALSE
2021-02-09,78,FALSE
2021-02-10,67,FALSE
2021-02-11,67,FALSE
2021-02-12,67,FALSE
2021-02-13,73,FALSE
2021-02-14,49,FALSE
2021-02-15,46,FALSE
2021-02-16,93,FALSE
2021-02-17,73,FALSE
2021-02-18,82,FALSE
2021-02-19,67,FALSE
2021-02-20,71,FALSE
2021-02-21,48,FALSE
2021-02-22,59,FALSE
2021-02-23,76,FALSE
2021-02-24,76,FALSE
2021-02-25,74,FALSE
2021-02-26,59,FALSE
2021-02-27,106,FALSE
2021-02-28,45,FALSE
2021-03-01,60,FALSE
2021-03-02,64,FALSE
2021-03-03,80,FALSE
2021-03-04,70,FALSE
2021-03-05,68,FALSE
2021-03-06,79,FALSE
2021-03-07,44,FALSE
2021-03-08,47,FALSE
2021-03-09,65,FALSE
2021-03-10,68,FALSE
2021-03-11,61,FALSE
2021-03-12,93,FALSE
2021-03-13,47,FALSE
2021-03-14,48,FALSE
2021-03-15,52,FALSE
2021-03-16,64,FALSE
2021-03-17,65,FALSE
2021-03-18,73,FALSE
2021-03-19,59,FALSE
2021-03-20,55,FALSE
2021-03-21,39,FALSE
2021-03-22,39,FALSE
2021-03-23,66,FALSE
2021-03-24,61,FALSE
2021-03-25,61,FALSE
2021-03-26,59,FALSE
2021-03-27,60,FALSE
2021-03-28,43,FALSE
2021-03-29,37,FALSE
2021-03-30,42,FALSE
2021-03-31,56,FALSE
2021-04-01,75,FALSE
2021-04-02,75,FALSE
2021-04-03,41,FALSE
2021-04-04,45,FALSE
2021-04-05,65,FALSE
2021-04-06,67,FALSE
2021-04-07,53,FALSE
2021-04-08,70,FALSE
2021-04-09,69,FALSE
2021-04-10,73,FALSE
2021-04-11,52,FALSE
2021-04-12,39,FALSE
2021-04-13,62,FALSE
2021-04-14,66,FALSE
2021-04-15,55,FALSE
2021-04-16,74,FALSE
2021-04-17,69,FALSE
2021-04-18,61,FALSE
2021-04-19,57,FALSE
2021-04-20,78,FALSE
2021-04-21,93,FALSE
2021-04-22,75,FALSE
2021-04-23,70,FALSE
2021-04-24,59,FALSE
2021-04-25,72,FALSE
2021-04-26,65,FALSE
2021-04-27,68,FALSE
2021-04-28,61,FALSE
2021-04-29,63,FALSE
2021-04-30,53,FALSE
2021-05-01,43,FALSE
2021-05-02,50,FALSE
2021-05-03,47,FALSE
2021-05-04,58,FALSE
2021-05-05,59,FALSE
2021-05-06,52,FALSE
2021-05-07,44,FALSE
2021-05-08,34,FALSE
2021-05-09,31,FALSE
2021-05-10,32,FALSE
2021-05-11,44,FALSE
2021-05-12,58,FALSE
2021-05-13,56,FALSE
2021-05-14,45,FALSE
2021-05-15,55,FALSE
2021-05-16,41,FALSE
2021-05-17,41,FALSE
2021-05-18,54,FALSE
2021-05-19,50,FALSE
2021-05-20,40,FALSE
2021-05-21,44,FALSE
2021-05-22,31,FALSE
2021-05-23,33,FALSE
2021-05-24,40,FALSE
2021-05-25,43,FALSE
2021-05-26,51,FALSE
2021-05-27,42,FALSE
2021-05-28,51,FALSE
2021-05-29,35,FALSE
2021-05-30,33,FALSE
2021-05-31,39,FALSE
2021-06-01,45,FALSE
2021-06-02,46,FALSE
2021-06-03,44,FALSE
2021-06-04,41,FALSE
2021-06-05,38,FALSE
2021-06-06,25,FALSE
2021-06-07,36,FALSE
2021-06-08,49,FALSE
2021-06-09,45,FALSE
2021-06-10,36,FALSE
2021-06-11,40,FALSE
2021-06-12,45,FALSE
2021-06-13,31,FALSE
2021-06-14,28,FALSE
2021-06-15,38,FALSE
2021-06-16,39,FALSE
2021-06-17,44,FALSE
2021-06-18,39,FALSE
2021-06-19,43,FALSE
2021-06-20,22,FALSE
2021-06-21,22,FALSE
2021-06-22,38,FALSE
2021-06-23,37,FALSE
2021-06-24,47,FALSE
2021-06-25,45,FALSE
2021-06-26,42,FALSE
2021-06-27,23,FALSE
2021-06-28,33,FALSE
2021-06-29,40,FALSE
2021-06-30,33,FALSE
2021-07-01,42,FALSE
2021-07-02,40,FALSE
2021-07-03,38,FALSE
2021-07-04,31,FALSE
2021-07-05,29,FALSE
2021-07-06,51,FALSE
2021-07-07,44,FALSE
2021-07-08,44,FALSE
2021-07-09,52,FALSE
2021-07-10,36,FALSE
2021-07-11,27,FALSE
2021-07-12,44,FALSE
2021-07-13,60,FALSE
2021-07-14,48,FALSE
2021-07-15,56,FALSE
2021-07-16,66,FALSE
2021-07-17,47,FALSE
2021-07-18,43,FALSE
2021-07-19,37,FALSE
2021-07-20,46,FALSE
2021-07-21,52,FALSE
2021-07-22,55,FALSE
2021-07-23,47,FALSE
2021-07-24,38,FALSE
2021-07-25,44,FALSE
2021-07-26,37,FALSE
2021-07-27,45,FALSE
2021-07-28,54,FALSE
2021-07-29,70,FALSE
2021-07-30,54,FALSE
2021-07-31,52,FALSE
2021-08-01,46,FALSE
2021-08-02,58,FALSE
2021-08-03,53,FALSE
2021-08-04,57,FALSE
2021-08-05,64,FALSE
2021-08-06,67,FALSE
2021-08-07,43,FALSE
2021-08-08,49,FALSE
2021-08-09,46,FALSE
2021-08-10,49,FALSE
2021-08-11,58,FALSE
2021-08-12,54,FALSE
2021-08-13,41,FALSE
2021-08-14,40,FALSE
2021-08-15,40,FALSE
2021-08-16,60,FALSE
2021-08-17,46,FALSE
2021-08-18,55,FALSE
2021-08-19,49,FALSE
2021-08-20,50,FALSE
2021-08-21,36,FALSE
2021-08-22,38,FALSE
2021-08-23,48,FALSE
2021-08-24,45,FALSE
2021-08-25,43,FALSE
2021-08-26,44,FALSE
2021-08-27,41,FALSE
2021-08-28,43,FALSE
2021-08-29,36,FALSE
2021-08-30,47,FALSE
2021-08-31,45,FALSE
2021-09-01,57,FALSE
2021-09-02,59,FALSE
2021-09-03,39,FALSE
2021-09-04,41,FALSE
2021-09-05,34,FALSE
2021-09-06,35,FALSE
2021-09-07,45,FALSE
2021-09-08,41,FALSE
2021-09-09,47,FALSE
2021-09-10,54,FALSE
2021-09-11,37,FALSE
2021-09-12,29,FALSE
2021-09-13,44,FALSE
2021-09-14,44,FALSE
2021-09-15,48,FALSE
2021-09-16,56,FALSE
2021-09-17,48,FALSE
2021-09-18,35,FALSE
2021-09-19,36,FALSE
2021-09-20,34,FALSE
2021-09-21,43,FALSE
2021-09-22,53,FALSE
2021-09-23,50,FALSE
2021-09-24,48,FALSE
2021-09-25,36,FALSE
2021-09-26,29,FALSE
2021-09-27,43,FALSE
2021-09-28,48,FALSE
2021-09-29,54,FALSE
2021-09-30,62,FALSE
2021-10-01,58,FALSE
2021-10-02,42,FALSE
2021-10-03,40,FALSE
2021-10-04,56,FALSE
2021-10-05,44,FALSE
2021-10-06,58,FALSE
2021-10-07,69,FALSE
2021-10-08,69,FALSE
2021-10-09,43,FALSE
2021-10-10,35,FALSE
2021-10-11,68,FALSE
2021-10-12,53,FALSE
2021-10-13,57,FALSE
2021-10-14,58,FALSE
2021-10-15,55,FALSE
2021-10-16,42,FALSE
2021-10-17,43,FALSE
2021-10-18,60,FALSE
2021-10-19,62,FALSE
2021-10-20,61,FALSE
2021-10-21,74,FALSE
2021-10-22,62,FALSE
2021-10-23,48,FALSE
2021-10-24,43,FALSE
2021-10-25,61,FALSE
2021-10-26,40,FALSE
2021-10-27,49,FALSE
2021-10-28,47,FALSE
2021-10-29,62,FALSE
2021-10-30,59,FALSE
2021-10-31,51,FALSE
2021-11-01,48,FALSE
2021-11-02,67,FALSE
2021-11-03,64,FALSE
2021-11-04,63,FALSE
2021-11-05,67,FALSE
2021-11-06,50,FALSE
2021-11-07,45,FALSE
2021-11-08,77,FALSE
2021-11-09,82,FALSE
2021-11-10,89,FALSE
2021-11-11,77,FALSE
2021-11-12,67,FALSE
2021-11-13,62,FALSE
2021-11-14,35,FALSE
2021-11-15,67,FALSE
2021-11-16,89,FALSE
2021-11-17,97,FALSE
2021-11-18,83,FALSE
2021-11-19,86,FALSE
2021-11-20,64,FALSE
2021-11-21,60,FALSE
2021-11-22,96,FALSE
2021-11-23,93,FALSE
2021-11-24,104,FALSE
2021-11-25,86,FALSE
2021-11-26,104,FALSE
2021-11-27,100,FALSE
2021-11-28,113,FALSE
2021-11-29,143,FALSE
2021-11-30,149,FALSE
2021-12-01,153,FALSE
2021-12-02,179,FALSE
2021-12-03,154,FALSE
2021-12-04,122,FALSE
2021-12-05,157,FALSE
2021-12-06,168,FALSE
2021-12-07,191,FALSE
2021-12-08,198,FALSE
2021-12-09,164,FALSE
2021-12-10,186,FALSE
2021-12-11,159,FALSE
2021-12-12,157,FALSE
2021-12-13,194,FALSE
2021-12-14,210,FALSE
2021-12-15,233,FALSE
2021-12-16,226,FALSE
2021-12-17,248,FALSE
2021-12-18,207,FALSE
2021-12-19,221,FALSE
2021-12-20,277,FALSE
2021-12-21,283,FALSE
2021-12-22,317,FALSE
2021-12-23,310,FALSE
2021-12-24,281,FALSE
2021-12-25,292,FALSE
2021-12-26,335,FALSE
2021-12-27,424,FALSE
2021-12-28,475,FALSE
2021-12-29,458,FALSE
2021-12-30,407,FALSE
2021-12-31,362,FALSE
2022-01-01,310,FALSE
2022-01-02,342,FALSE
2022-01-03,338,FALSE
2022-01-04,294,FALSE
2022-01-05,266,FALSE
2022-01-06,281,FALSE
2022-01-07,251,FALSE
2022-01-08,220,FALSE
2022-01-09,221,FALSE
2022-01-10,256,FALSE
2022-01-11,271,FALSE
2022-01-12,267,FALSE
2022-01-13,231,FALSE
2022-01-14,219,FALSE
2022-01-15,186,FALSE
2022-01-16,182,FALSE
2022-01-17,181,FALSE
2022-01-18,180,FALSE
2022-01-19,155,FALSE
2022-01-20,158,FALSE
2022-01-21,153,FALSE
2022-01-22,125,FALSE
2022-01-23,133,FALSE
2022-01-24,158,FALSE
2022-01-25,177,FALSE
2022-01-26,138,FALSE
2022-01-27,130,FALSE
2022-01-28,113,FALSE
2022-01-29,101,FALSE
2022-01-30,131,FALSE
2022-01-31,157,FALSE
2022-02-01,190,FALSE
2022-02-02,181,FALSE
2022-02-03,159,FALSE
2022-02-04,173,FALSE
2022-02-05,146,FALSE
2022-02-06,163,FALSE
2022-02-07,186,FALSE
2022-02-08,174,FALSE
2022-02-09,180,FALSE
2022-02-10,188,FALSE
2022-02-11,200,FALSE
2022-02-12,165,FALSE
2022-02-13,162,FALSE
2022-02-14,223,FALSE
2022-02-15,218,FALSE
2022-02-16,234,FALSE
2022-02-17,257,FALSE
2022-02-18,253,FALSE
2022-02-19,226,FALSE
2022-02-20,226,FALSE
2022-02-21,266,FALSE
2022-02-22,252,FALSE
2022-02-23,226,FALSE
2022-02-24,232,FALSE
2022-02-25,241,FALSE
2022-02-26,223,FALSE
2022-02-27,246,FALSE
2022-02-28,269,FALSE
2022-03-01,266,FALSE
2022-03-02,296,FALSE
2022-03-03,295,FALSE
2022-03-04,294,FALSE
2022-03-05,276,FALSE
2022-03-06,312,FALSE
2022-03-07,318,FALSE
2022-03-08,329,FALSE
2022-03-09,351,FALSE
2022-03-10,320,FALSE
2022-03-11,317,FALSE
2022-03-12,300,FALSE
2022-03-13,346,FALSE
2022-03-14,357,FALSE
2022-03-15,406,FALSE
2022-03-16,460,FALSE
2022-03-17,458,FALSE
2022-03-18,433,FALSE
2022-03-19,418,FALSE
2022-03-20,388,FALSE
2022-03-21,466,FALSE
2022-03-22,428,FALSE
2022-03-23,492,FALSE
2022-03-24,441,FALSE
2022-03-25,428,FALSE
2022-03-26,374,FALSE
2022-03-27,420,FALSE
2022-03-28,468,FALSE
2022-03-29,473,FALSE
2022-03-30,471,FALSE
2022-03-31,478,FALSE
2022-04-01,465,FALSE
2022-04-02,407,FALSE
2022-04-03,420,FALSE
2022-04-04,514,FALSE
2022-04-05,489,FALSE
2022-04-06,508,FALSE
2022-04-07,507,FALSE
2022-04-08,442,FALSE
2022-04-09,451,FALSE
2022-04-10,456,FALSE
2022-04-11,529,FALSE
2022-04-12,511,FALSE
2022-04-13,523,FALSE
2022-04-14,526,FALSE
2022-04-15,445,FALSE
2022-04-16,425,FALSE
2022-04-17,447,FALSE
2022-04-18,562,FALSE
2022-04-19,549,FALSE
2022-04-20,543,FALSE
2022-04-21,519,FALSE
2022-04-22,543,FALSE
2022-04-23,483,FALSE
2022-04-24,505,FALSE
2022-04-25,501,FALSE
2022-04-26,473,FALSE
2022-04-27,485,FALSE
2022-04-28,497,FALSE
2022-04-29,403,FALSE
2022-04-30,386,FALSE
2022-05-01,433,FALSE
2022-05-02,491,FALSE
2022-05-03,507,FALSE
2022-05-04,507,FALSE
2022-05-05,475,FALSE
2022-05-06,453,FALSE
2022-05-07,359,FALSE
2022-05-08,416,FALSE
2022-05-09,517,FALSE
2022-05-10,448,FALSE
2022-05-11,525,FALSE
2022-05-12,516,FALSE
2022-05-13,438,FALSE
2022-05-14,440,FALSE
2022-05-15,464,FALSE
2022-05-16,517,FALSE
2022-05-17,475,FALSE
2022-05-18,487,FALSE
2022-05-19,437,FALSE
2022-05-20,399,FALSE
2022-05-21,391,FALSE
2022-05-22,386,FALSE
2022-05-23,465,FALSE
2022-05-24,403,FALSE
2022-05-25,391,FALSE
2022-05-26,428,FALSE
2022-05-27,382,FALSE
2022-05-28,345,FALSE
2022-05-29,388,FALSE
2022-05-30,410,FALSE
2022-05-31,433,FALSE
2022-06-01,429,FALSE
2022-06-02,432,FALSE
2022-06-03,365,FALSE
2022-06-04,302,FALSE
2022-06-05,364,FALSE
2022-06-06,346,FALSE
2022-06-07,340,FALSE
2022-06-08,331,FALSE
2022-06-09,321,FALSE
2022-06-10,282,FALSE
2022-06-11,240,FALSE
2022-06-12,269,FALSE
2022-06-13,322,FALSE
2022-06-14,288,FALSE
2022-06-15,275,FALSE
2022-06-16,274,FALSE
2022-06-17,222,FALSE
2022-06-18,211,FALSE
2022-06-19,207,FALSE
2022-06-20,218,FALSE
2022-06-21,215,FALSE
2022-06-22,215,FALSE
2022-06-23,216,FALSE
2022-06-24,204,FALSE
2022-06-25,157,FALSE
2022-06-26,167,FALSE
2022-06-27,160,FALSE
2022-06-28,186,FALSE
2022-06-29,178,FALSE
2022-06-30,170,FALSE
2022-07-01,152,FALSE
2022-07-02,120,FALSE
2022-07-03,106,FALSE
2022-07-04,107,FALSE
2022-07-05,129,FALSE
2022-07-06,159,FALSE
2022-07-07,144,FALSE
2022-07-08,119,FALSE
2022-07-09,111,FALSE
2022-07-10,114,FALSE
2022-07-11,120,FALSE
2022-07-12,119,FALSE
2022-07-13,132,FALSE
2022-07-14,139,FALSE
2022-07-15,126,FALSE
2022-07-16,91,FALSE
2022-07-17,92,FALSE
2022-07-18,105,FALSE
2022-07-19,102,FALSE
2022-07-20,110,FALSE
2022-07-21,105,FALSE
2022-07-22,103,FALSE
2022-07-23,83,FALSE
2022-07-24,77,FALSE
2022-07-25,90,FALSE
2022-07-26,89,FALSE
2022-07-27,90,FALSE
2022-07-28,93,FALSE
2022-07-29,98,FALSE
2022-07-30,73,FALSE
2022-07-31,69,FALSE
2022-08-01,112,FALSE
2022-08-02,98,FALSE
2022-08-03,100,FALSE
2022-08-04,86,FALSE
2022-08-05,85,FALSE
2022-08-06,80,FALSE
2022-08-07,64,FALSE
2022-08-08,81,FALSE
2022-08-09,71,FALSE
2022-08-10,105,FALSE
2022-08-11,96,FALSE
2022-08-12,75,FALSE
2022-08-13,70,FALSE
2022-08-14,65,FALSE
2022-08-15,87,FALSE
2022-08-16,92,FALSE
2022-08-17,97,FALSE
2022-08-18,81,FALSE
2022-08-19,82,FALSE
2022-08-20,69,FALSE
2022-08-21,61,FALSE
2022-08-22,101,FALSE
2022-08-23,82,FALSE
2022-08-24,90,FALSE
2022-08-25,79,FALSE
2022-08-26,94,FALSE
2022-08-27,88,FALSE
2022-08-28,91,FALSE
2022-08-29,83,FALSE
2022-08-30,89,FALSE
2022-08-31,92,FALSE
2022-09-01,79,FALSE
2022-09-02,79,FALSE
2022-09-03,88,FALSE
2022-09-04,88,FALSE
2022-09-05,76,FALSE
2022-09-06,84,FALSE
2022-09-07,90,FALSE
2022-09-08,99,FALSE
2022-09-09,90,FALSE
2022-09-10,96,FALSE
2022-09-11,94,FALSE
2022-09-12,101,FALSE
2022-09-13,124,FALSE
2022-09-14,89,FALSE
2022-09-15,86,FALSE
2022-09-16,68,FALSE
2022-09-17,82,FALSE
2022-09-18,84,FALSE
2022-09-19,106,FALSE
2022-09-20,100,FALSE
2022-09-21,109,FALSE
2022-09-22,108,FALSE
